['2018-10-28 23:18:18+00:00'],['لوبيتيجي يودع لاعبيه عقب الكلاسيكو https://goo.gl/kXaHKY'],['koorapress']
['2018-10-28 23:18:14+00:00'],['لحد دلوقتي مش قادر استوعب نتيجه الكلاسيكو.. مع اني عارف ان دي نتيجه طبيعيه بعد العك الي شفناه من اول الموسم . وانها مش مشكله مدرب بس وهيبقي ضحيه الفضيحه دي وع العموم هو متوقع الريال يوقع بس مش للدرجادي نهائيا!!!'],['nmnm_mohamed']
['2018-10-28 23:17:50+00:00'],['الكلاسيكو'],['right99']
['2018-10-28 23:17:33+00:00'],['سيبه يا كريستيانو يعتمد علي نفسه #الكلاسيكو #ElClásico #ForçaBarça #برشلونة_ريال_مدريدpic.twitter.com/XjbvAggfLj'],['hobaaa_magdy']
['2018-10-28 23:17:27+00:00'],['اخر ١٥ سنة بتاريخ الكلاسيكو لاعبين سجلوا هاترك و هم ميسي و سواريز .. pic.twitter.com/iLMV9rHDtT'],['GZIAxx']
['2018-10-28 23:17:25+00:00'],['#الكلاسيكو چنت مدلل شجابني للضيم pic.twitter.com/0aV743ix0Y'],['al3bd_za']
['2018-10-28 23:16:59+00:00'],['جميع البرازيليين الذين سجلوا مع برشلونة في #الكلاسيكو (بالترتيب): > ايفاريستو > روماريو > رونالدو > جيوفاني > ريفالدو > أندرسون > رونالدينيو > داني ألفيس > نيمار > كوتينهو pic.twitter.com/rL8kLL2zsx'],['Sway4sport']
['2018-10-28 23:16:59+00:00'],['اهداف الكلاسيكو كامله ، الخخمسةة فرصة للاستمتاع باذلال كلاب مدريد .. pic.twitter.com/yAev2275kK'],['AAlhizam']
['2018-10-28 23:16:54+00:00'],['هو ما كسبش الكلاسيكو ده هتك عرض الكلاسيكو'],['ehabalsaeed1996']
['2018-10-28 23:16:50+00:00'],['ههههههههههههه اكييييد مستحيل نشجع نادي غير انتر وعندي كره للبرشا زي باقي الأنديه اللي انافسوا فيهم بس هالشي مايخلينيش نشجع الريال ف الكلاسيكو'],['Alawe_AlHamil']
['2018-10-28 23:16:03+00:00'],['الحمدلله دايماً البرسا في الكلاسيكو كعبه عالي وهذي شخصية بناها مع بيب و الى اليوم الفضل له الأصلع مع جيل عظيم ومبروك فوز البلوز اما كورتوا ماله دخل فريقه كله ضايع'],['1tti7']
['2018-10-28 23:15:36+00:00'],['ماجد قله يا عم علشان ما اتغاباش عليه هو و فالفيردى بتاعه ده مش علشان كسب الكلاسيكو هسامحه يعنى'],['Elshobary_A']
['2018-10-28 23:15:18+00:00'],['@realmadridarab #الكلاسيكو #ElClásico #ForçaBarça #برشلونة_ريال_مدريد pic.twitter.com/brJPCUGA4W'],['hobaaa_magdy']
['2018-10-28 23:15:13+00:00'],['بقالنا 3 مواسم مرة 4 ومرة 3 ومرة 5 الواحد زهق #الكلاسيكو #ElClásico #ForçaBarça #برشلونة_ريال_مدريد'],['hobaaa_magdy']
['2018-10-28 23:14:58+00:00'],['خیلی جواب میده حتی اگر الکلاسیکو باشه'],['Stern_DerFCB']
['2018-10-28 23:14:52+00:00'],['يلا ربع ساعه ضايل مين بتشجعوب الكلاسيكو ؟ ١. ريال مدريد ٢. برشلونه — https://lap78.ask.fm/igoto/45DKECPW7B667HQMHN2IG6NM6KDDLKIISH5KXCN6BX62BYFIRBZZOZSIFBG4ARZ2KGZPYGKEA4YFKEQPY43OA7PQPXYJZAR4WADRBPSOBVOTSMP6GWOCQ27RTGTO7XSURD2YCHA63XFWDHGDLCBQM43A6HAGR4EUY3LAP6TNWK2OEUUDLFOUVQHX5FR2P3XGTIUKEOQF7U====== …'],['mohdrsh']
